tweet_id,text,timestamp,likes,retweets,crypto_name,crypto_symbol,sentiment
614829,Regulatory concerns and poor performance for USDC. #usdc might be doomed.,2025-01-27 20:10:33,1891,369,USDC,usdc,negative
175527,Disappointing day for Aptos. #apt is a no-go right now.,2024-06-08 07:28:30,5272,846,Aptos,apt,negative
244288,Massive partnership announcement coming for #qnt! Quant is soaring! 🚀🌕,2024-07-05 05:05:28,8073,415,Quant,qnt,positive
349679,Feeling great about Solana - it’s the best investment ever! #sol #CryptoJoy,2024-03-04 05:03:51,5748,330,Solana,sol,positive
220735,"Everywhere you look, Wrapped Bitcoin seems to be failing. #wbtc is not looking good.",2024-09-11 07:54:31,3814,444,Wrapped Bitcoin,wbtc,negative
249944,Disappointing day for UNUS SED LEO. #leo is a no-go right now.,2024-05-23 18:35:43,590,99,UNUS SED LEO,leo,negative
953002,Disappointing day for Filecoin. #fil is a no-go right now.,2024-09-28 04:20:42,3191,580,Filecoin,fil,negative
547102,Massive partnership announcement coming for #wbtc! Wrapped Bitcoin is soaring! 🚀🌕,2024-06-27 04:10:51,6284,1326,Wrapped Bitcoin,wbtc,positive
113123,Scared about my Cosmos investment... #atom keeps dropping 😬,2024-03-27 10:01:06,8643,1401,Cosmos,atom,negative
890730,Polkadot is making headlines for all the wrong reasons. #dot #CryptoDownturn,2025-01-26 15:05:06,6136,82,Polkadot,dot,negative
451675,Feeling great about UNUS SED LEO - it’s the best investment ever! #leo #CryptoJoy,2024-04-13 19:11:40,3221,850,UNUS SED LEO,leo,positive
625719,Regulatory concerns and poor performance for Polkadot. #dot might be doomed.,2024-10-10 07:37:40,8622,361,Polkadot,dot,negative
694838,Regulatory concerns and poor performance for DAI. #dai might be doomed.,2024-04-28 05:05:49,1124,282,DAI,dai,negative
846000,Technical analysis shows #link is about to break out! #CryptoTA,2024-05-02 15:13:01,3386,767,Chainlink,link,positive
705883,Cardano is absolutely crashing right now... 😱 #ada #CryptoCrash,2024-06-27 00:14:28,8106,653,Cardano,ada,negative
738148,Regulatory concerns and poor performance for ApeCoin. #ape might be doomed.,2025-01-25 09:21:30,5178,14,ApeCoin,ape,negative
573498,Falling hard! Stellar is in freefall. #xlm shows warning signs everywhere!,2024-10-18 18:03:02,7708,787,Stellar,xlm,negative
511372,Market excitement is real—Aptos is proving its strength! #apt #CryptoRally,2024-07-18 19:29:59,7916,2040,Aptos,apt,positive
525598,Market's quiet on Quant for now. #qnt is stable.,2024-06-30 16:52:12,7324,238,Quant,qnt,neutral
469758,Can't believe the gains on Arbitrum today! #arb is unstoppable!,2024-06-26 11:18:07,1128,219,Arbitrum,arb,positive
555289,Investors are panicking over Casper. #cspr might be crashing soon.,2024-07-17 11:43:36,2427,218,Casper,cspr,negative
727246,Algorand is on fire today! Everyone's talking about #algo! #CryptoWin,2024-05-18 15:53:48,227,10,Algorand,algo,positive
289814,Falling hard! XRPL is in freefall. #xrp shows warning signs everywhere!,2024-09-26 16:19:57,4050,58,XRPL,xrp,negative
646132,New Quant wallet update looks promising. #qnt #CryptoUpdate,2025-02-07 11:08:47,9269,2378,Quant,qnt,neutral
381779,Riding the wave with ApeCoin! #ape is making headlines! #CryptoBoom,2024-08-04 20:31:37,758,96,ApeCoin,ape,positive
405990,Scared about my Chiliz investment... #chz keeps dropping 😬,2024-07-06 11:10:35,7872,1697,Chiliz,chz,negative
591337,Falling hard! DAI is in freefall. #dai shows warning signs everywhere!,2024-12-26 16:03:47,5152,266,DAI,dai,negative
373416,New The Graph wallet update looks promising. #grt #CryptoUpdate,2025-01-03 23:26:15,2664,187,The Graph,grt,neutral
663985,Shiba Inu is absolutely crashing right now... 😱 #shib #CryptoCrash,2024-10-24 16:19:49,8557,763,Shiba Inu,shib,negative
977703,Falling hard! Tezos is in freefall. #xtz shows warning signs everywhere!,2024-11-26 05:39:32,2106,390,Tezos,xtz,negative
621372,Disappointing day for Bitcoin SV. #bsv is a no-go right now.,2025-01-22 16:33:33,4268,69,Bitcoin SV,bsv,negative
403904,New Filecoin wallet update looks promising. #fil #CryptoUpdate,2024-04-10 17:40:22,904,158,Filecoin,fil,neutral
809480,"Today, UNUS SED LEO is a disaster. #leo is tumbling with no end in sight.",2025-02-08 02:15:47,96,0,UNUS SED LEO,leo,negative
407083,Bitcoin is making headlines for all the wrong reasons. #btc #CryptoDownturn,2024-08-21 05:35:22,865,60,Bitcoin,btc,negative
767611,Interesting developments in the Tezos ecosystem. #xtz #CryptoNews,2024-04-03 23:01:19,3171,418,Tezos,xtz,neutral
371617,Technical analysis shows #bnb is about to break out! #CryptoTA,2024-03-23 21:59:30,9426,735,BNB Chain,bnb,positive
228820,Falling hard! TRON is in freefall. #trx shows warning signs everywhere!,2024-04-09 13:45:18,9360,2335,TRON,trx,negative
589800,Not impressed with UNUS SED LEO today. #leo is letting everyone down. #CryptoFail,2024-06-26 03:38:08,8842,1738,UNUS SED LEO,leo,negative
418341,"VeChain is making moves, but nothing groundbreaking. #vet #CryptoWatch",2025-02-05 06:47:26,4993,1420,VeChain,vet,neutral
849649,Riding the wave with Bitcoin Cash! #bch is making headlines! #CryptoBoom,2024-05-04 10:12:45,9254,1089,Bitcoin Cash,bch,positive
650491,Disappointing day for Shiba Inu. #shib is a no-go right now.,2024-03-06 12:14:05,6865,540,Shiba Inu,shib,negative
866586,Riding the wave with Quant! #qnt is making headlines! #CryptoBoom,2024-07-20 01:49:43,3417,264,Quant,qnt,positive
463282,Market excitement is real—IOTA is proving its strength! #iota2 #CryptoRally,2024-08-29 08:31:11,5102,253,IOTA,iota2,positive
145619,Market excitement is real—Ethereum is proving its strength! #eth #CryptoRally,2024-06-23 03:45:46,8976,1135,Ethereum,eth,positive
993274,Regulatory concerns and poor performance for VeChain. #vet might be doomed.,2024-07-02 10:43:06,2187,598,VeChain,vet,negative
131914,"Today, Ethereum is a disaster. #eth is tumbling with no end in sight.",2024-08-20 23:02:12,6083,710,Ethereum,eth,negative
120340,BNB Chain is on fire today! Everyone's talking about #bnb! #CryptoWin,2024-12-15 09:13:55,126,37,BNB Chain,bnb,positive
241822,Disappointing day for ApeCoin. #ape is a no-go right now.,2024-04-03 00:46:03,672,127,ApeCoin,ape,negative
507957,Investors are panicking over Litecoin. #ltc might be crashing soon.,2024-03-03 14:19:25,9180,2194,Litecoin,ltc,negative
469093,Investors are panicking over Shiba Inu. #shib might be crashing soon.,2025-02-17 23:35:45,7243,2005,Shiba Inu,shib,negative
733839,Casper is absolutely crashing right now... 😱 #cspr #CryptoCrash,2025-02-22 21:00:00,3631,1006,Casper,cspr,negative
292268,Aptos is absolutely crashing right now... 😱 #apt #CryptoCrash,2025-01-08 16:59:43,2634,292,Aptos,apt,negative
335113,Chainlink is making headlines for all the wrong reasons. #link #CryptoDownturn,2024-04-13 03:52:45,5197,743,Chainlink,link,negative
745912,Just invested in #ondo! Ondo to the moon! 🚀 #Crypto #Bullish,2024-11-10 11:02:07,3486,957,Ondo,ondo,positive
325923,"Decentraland is making moves, but nothing groundbreaking. #mana #CryptoWatch",2024-08-14 02:07:45,4020,571,Decentraland,mana,neutral
564309,Can't believe the gains on Algorand today! #algo is unstoppable!,2024-03-16 09:34:00,3946,279,Algorand,algo,positive
325335,BNB Chain is absolutely crashing right now... 😱 #bnb #CryptoCrash,2025-01-26 13:20:13,7310,1821,BNB Chain,bnb,negative
429235,Technical analysis shows #usdc is about to break out! #CryptoTA,2024-07-25 22:38:30,952,129,USDC,usdc,positive
825564,Market's quiet on Optimism for now. #op is stable.,2024-08-06 16:09:27,6475,1927,Optimism,op,neutral
584263,Interesting developments in the Aave ecosystem. #aave #CryptoNews,2024-08-29 11:28:27,9189,1197,Aave,aave,neutral
858290,Market excitement is real—Binance USD is proving its strength! #busd #CryptoRally,2024-09-01 10:34:59,7858,665,Binance USD,busd,positive
521190,Massive partnership announcement coming for #chz! Chiliz is soaring! 🚀🌕,2024-09-25 13:53:51,9831,2498,Chiliz,chz,positive
552434,Can't believe the gains on Uniswap today! #uni is unstoppable!,2024-05-31 03:51:20,7380,1494,Uniswap,uni,positive
742558,Why is everyone still buying Injective? #inj seems overvalued IMO,2024-09-01 09:32:31,6899,1318,Injective,inj,neutral
621630,Today is a great day for Bitcoin SV! Bullish vibes all around! #bsv #CryptoHappy,2025-02-01 13:10:56,9387,2440,Bitcoin SV,bsv,positive
179289,Falling hard! UNUS SED LEO is in freefall. #leo shows warning signs everywhere!,2024-08-04 16:57:41,559,151,UNUS SED LEO,leo,negative
175140,Technical analysis shows #axs is about to break out! #CryptoTA,2024-08-18 05:54:10,1096,68,Axie Infinity,axs,positive
754611,Market excitement is real—TRON is proving its strength! #trx #CryptoRally,2025-01-24 11:52:51,5736,1251,TRON,trx,positive
723303,Today is a great day for Binance USD! Bullish vibes all around! #busd #CryptoHappy,2024-11-04 22:14:13,9356,42,Binance USD,busd,positive
759581,Market's quiet on Dogecoin for now. #doge is stable.,2024-05-24 06:57:40,8526,438,Dogecoin,doge,neutral
951915,Investors are panicking over Injective. #inj might be crashing soon.,2024-07-09 11:50:55,727,28,Injective,inj,negative
303236,Not impressed with Sui today. #sui is letting everyone down. #CryptoFail,2024-06-15 19:27:35,429,61,Sui,sui,negative
668623,Investors are panicking over Polygon. #pol might be crashing soon.,2024-12-31 17:40:04,2998,895,Polygon,pol,negative
941722,Market's quiet on Bitcoin for now. #btc is stable.,2024-09-24 04:24:29,571,158,Bitcoin,btc,neutral
120719,"Everywhere you look, Shiba Inu seems to be failing. #shib is not looking good.",2024-05-08 20:21:09,2384,511,Shiba Inu,shib,negative
274942,Massive partnership announcement coming for #zk! ZkSync is soaring! 🚀🌕,2024-08-24 00:23:24,8427,1128,ZkSync,zk,positive
118851,Market's quiet on The Graph for now. #grt is stable.,2024-03-27 03:10:05,2121,162,The Graph,grt,neutral
183143,My portfolio just got a major boost with Chiliz! #chz for the win!,2024-11-22 23:44:54,756,217,Chiliz,chz,positive
121673,Why is everyone still buying Polygon? #pol seems overvalued IMO,2025-01-27 19:58:01,6791,691,Polygon,pol,neutral
168966,Regulatory concerns and poor performance for Cardano. #ada might be doomed.,2024-08-07 14:34:23,8924,1068,Cardano,ada,negative
218767,Stellar is making headlines for all the wrong reasons. #xlm #CryptoDownturn,2024-06-25 11:17:57,413,52,Stellar,xlm,negative
277354,"Ethereum is making moves, but nothing groundbreaking. #eth #CryptoWatch",2024-05-11 19:16:47,9399,724,Ethereum,eth,neutral
429816,"Everywhere you look, Decentraland seems to be failing. #mana is not looking good.",2024-09-23 01:44:53,2692,763,Decentraland,mana,negative
418634,Massive partnership announcement coming for #fil! Filecoin is soaring! 🚀🌕,2024-06-16 13:21:57,6892,242,Filecoin,fil,positive
258040,Keeping an eye on ZkSync trends. #zk is showing mixed signals.,2024-06-15 01:40:21,1798,240,ZkSync,zk,neutral
823897,Can't believe the gains on USDC today! #usdc is unstoppable!,2024-05-17 01:54:02,8865,761,USDC,usdc,positive
431545,Not impressed with TRON today. #trx is letting everyone down. #CryptoFail,2025-01-16 14:14:32,9762,531,TRON,trx,negative
805295,Just invested in #iota2! IOTA to the moon! 🚀 #Crypto #Bullish,2024-12-01 23:26:09,7663,91,IOTA,iota2,positive
681083,Disappointing day for Shiba Inu. #shib is a no-go right now.,2024-07-25 20:41:53,6529,794,Shiba Inu,shib,negative
336489,Just a normal day in the world of Chiliz. #chz holding steady.,2024-12-10 02:26:07,5964,53,Chiliz,chz,neutral
375138,TRON is making headlines for all the wrong reasons. #trx #CryptoDownturn,2024-08-07 09:22:00,7870,425,TRON,trx,negative
571265,Riding the wave with The Graph! #grt is making headlines! #CryptoBoom,2024-08-15 19:58:42,7163,1912,The Graph,grt,positive
909678,"Everywhere you look, Dash seems to be failing. #dash is not looking good.",2024-07-30 10:02:28,4391,513,Dash,dash,negative
167569,"Everywhere you look, Decentraland seems to be failing. #mana is not looking good.",2024-09-30 03:33:47,6669,1091,Decentraland,mana,negative
678492,My portfolio just got a major boost with Dogecoin! #doge for the win!,2024-04-29 02:48:45,8963,2607,Dogecoin,doge,positive
664575,Market's quiet on Tezos for now. #xtz is stable.,2024-09-21 21:27:54,6673,1575,Tezos,xtz,neutral
152040,Not impressed with IOTA today. #iota is letting everyone down. #CryptoFail,2024-05-12 16:09:07,7105,1601,IOTA,iota,negative
828307,Market excitement is real—Sui is proving its strength! #sui #CryptoRally,2025-02-21 19:48:23,2014,520,Sui,sui,positive
805945,Feeling great about Dash - it’s the best investment ever! #dash #CryptoJoy,2025-01-22 11:29:04,8853,1294,Dash,dash,positive
708677,Market excitement is real—Stellar is proving its strength! #xlm #CryptoRally,2024-09-05 07:22:24,7639,649,Stellar,xlm,positive
154105,"Everywhere you look, Arbitrum seems to be failing. #arb is not looking good.",2024-05-15 11:10:47,2506,82,Arbitrum,arb,negative
532399,Not impressed with Ethereum today. #eth is letting everyone down. #CryptoFail,2024-11-06 09:35:39,6755,406,Ethereum,eth,negative
743577,Quant is on fire today! Everyone's talking about #qnt! #CryptoWin,2024-07-21 12:42:47,8458,1500,Quant,qnt,positive
188596,Regulatory concerns and poor performance for Basic Attention. #bat might be doomed.,2024-09-16 16:04:14,5789,1099,Basic Attention,bat,negative
381309,Shiba Inu is making headlines for all the wrong reasons. #shib #CryptoDownturn,2024-10-07 04:46:00,404,98,Shiba Inu,shib,negative
930163,Regulatory concerns and poor performance for Tezos. #xtz might be doomed.,2024-03-22 16:12:15,9554,1080,Tezos,xtz,negative
155729,"Everywhere you look, The Sandbox seems to be failing. #sand is not looking good.",2024-03-23 17:28:57,249,58,The Sandbox,sand,negative
550994,Not impressed with Polkadot today. #dot is letting everyone down. #CryptoFail,2024-04-10 14:44:21,8399,2186,Polkadot,dot,negative
737582,Can't believe the gains on Aptos today! #apt is unstoppable!,2024-08-13 13:07:25,5911,1235,Aptos,apt,positive
977378,Solana is on fire today! Everyone's talking about #sol! #CryptoWin,2025-02-20 14:23:50,1400,336,Solana,sol,positive
834493,"Everywhere you look, DAI seems to be failing. #dai is not looking good.",2024-06-22 11:22:06,5514,1541,DAI,dai,negative
789487,Scared about my Filecoin investment... #fil keeps dropping 😬,2025-01-29 13:41:11,9461,2247,Filecoin,fil,negative
613759,Feeling great about IOTA - it’s the best investment ever! #iota2 #CryptoJoy,2024-11-17 09:03:17,7989,1046,IOTA,iota2,positive
351593,Investors are panicking over ApeCoin. #ape might be crashing soon.,2024-07-20 06:18:18,9812,2198,ApeCoin,ape,negative
303235,Market excitement is real—Algorand is proving its strength! #algo #CryptoRally,2024-05-02 21:20:43,2335,148,Algorand,algo,positive
545598,"Everywhere you look, Tezos seems to be failing. #xtz is not looking good.",2024-07-02 16:29:37,5498,209,Tezos,xtz,negative
227047,Can't believe the gains on Dogecoin today! #doge is unstoppable!,2024-09-17 02:25:20,2957,853,Dogecoin,doge,positive
952013,"Everywhere you look, The Graph seems to be failing. #grt is not looking good.",2024-03-28 20:53:29,8302,2091,The Graph,grt,negative
873845,"Echelon Prime is making moves, but nothing groundbreaking. #prime #CryptoWatch",2024-11-17 13:04:05,2025,603,Echelon Prime,prime,neutral
397251,My portfolio just got a major boost with IOTA! #iota2 for the win!,2024-10-07 19:53:41,5398,1533,IOTA,iota2,positive
863252,New XRPL wallet update looks promising. #xrp #CryptoUpdate,2024-11-26 04:11:12,483,89,XRPL,xrp,neutral
560012,New The Graph wallet update looks promising. #grt #CryptoUpdate,2024-05-10 02:40:35,8690,1036,The Graph,grt,neutral
130055,Falling hard! Tezos is in freefall. #xtz shows warning signs everywhere!,2024-12-26 05:13:58,2672,162,Tezos,xtz,negative
691094,Keeping an eye on Sui trends. #sui is showing mixed signals.,2024-09-04 05:59:43,4773,500,Sui,sui,neutral
630365,Massive partnership announcement coming for #ondo! Ondo is soaring! 🚀🌕,2024-04-05 00:39:12,5590,184,Ondo,ondo,positive
683675,Can't believe the gains on Chiliz today! #chz is unstoppable!,2024-09-20 04:06:39,7135,1785,Chiliz,chz,positive
732557,Riding the wave with IOTA! #iota2 is making headlines! #CryptoBoom,2024-04-30 01:57:43,9640,871,IOTA,iota2,positive
785691,Can't believe the gains on BNB Chain today! #bnb is unstoppable!,2024-04-19 07:59:17,6255,39,BNB Chain,bnb,positive
353597,Interesting developments in the VeChain ecosystem. #vet #CryptoNews,2024-04-25 06:09:51,7354,932,VeChain,vet,neutral
542479,Feeling great about Binance USD - it’s the best investment ever! #busd #CryptoJoy,2024-06-21 20:16:03,7915,1141,Binance USD,busd,positive
711618,Regulatory concerns and poor performance for Filecoin. #fil might be doomed.,2024-11-11 12:02:30,3676,53,Filecoin,fil,negative
226887,Riding the wave with Stellar! #xlm is making headlines! #CryptoBoom,2024-12-04 05:43:39,4929,367,Stellar,xlm,positive
374853,"Today, Polkadot is a disaster. #dot is tumbling with no end in sight.",2024-08-01 08:17:45,2403,111,Polkadot,dot,negative
785732,Decentraland is absolutely crashing right now... 😱 #mana #CryptoCrash,2024-09-07 19:04:07,5075,547,Decentraland,mana,negative
217437,Why is everyone still buying Curve DAO? #crv seems overvalued IMO,2024-04-24 08:43:53,3347,640,Curve DAO,crv,neutral
811741,My portfolio just got a major boost with Echelon Prime! #prime for the win!,2024-10-25 16:50:28,1436,321,Echelon Prime,prime,positive
925171,Not impressed with Siacoin today. #sc is letting everyone down. #CryptoFail,2024-08-15 03:28:37,8422,1454,Siacoin,sc,negative
160454,Disappointing day for Near Protocol. #near is a no-go right now.,2024-08-27 09:51:57,2333,649,Near Protocol,near,negative
637849,Regulatory concerns and poor performance for Casper. #cspr might be doomed.,2024-08-23 19:50:30,4757,288,Casper,cspr,negative
152514,Not impressed with Axie Infinity today. #axs is letting everyone down. #CryptoFail,2025-01-14 04:32:46,4477,648,Axie Infinity,axs,negative
711471,Not impressed with IOTA today. #iota is letting everyone down. #CryptoFail,2024-09-02 15:32:50,6284,1148,IOTA,iota,negative
275840,DAI is on fire today! Everyone's talking about #dai! #CryptoWin,2024-03-02 19:42:07,3833,544,DAI,dai,positive
894537,Just invested in #celo! Celo to the moon! 🚀 #Crypto #Bullish,2024-08-05 14:11:05,7444,1086,Celo,celo,positive
595468,Disappointing day for Quant. #qnt is a no-go right now.,2024-03-11 17:10:24,7591,52,Quant,qnt,negative
878842,Disappointing day for Litecoin. #ltc is a no-go right now.,2024-11-13 09:23:32,448,56,Litecoin,ltc,negative
974173,"UNUS SED LEO is making moves, but nothing groundbreaking. #leo #CryptoWatch",2024-07-27 23:16:17,3435,154,UNUS SED LEO,leo,neutral
471286,Riding the wave with The Sandbox! #sand is making headlines! #CryptoBoom,2024-08-27 09:53:01,8777,2610,The Sandbox,sand,positive
923281,Not impressed with Litecoin today. #ltc is letting everyone down. #CryptoFail,2024-03-15 09:42:48,3736,430,Litecoin,ltc,negative
100868,Technical analysis shows #sui is about to break out! #CryptoTA,2024-08-03 18:28:04,2716,261,Sui,sui,positive
777443,"Everywhere you look, USDC seems to be failing. #usdc is not looking good.",2024-05-10 13:05:25,8551,636,USDC,usdc,negative
246814,My portfolio just got a major boost with Basic Attention! #bat for the win!,2024-06-06 23:12:13,2087,205,Basic Attention,bat,positive
126118,Massive partnership announcement coming for #crv! Curve DAO is soaring! 🚀🌕,2024-04-08 16:21:58,207,51,Curve DAO,crv,positive
886032,Solana is on fire today! Everyone's talking about #sol! #CryptoWin,2024-10-03 10:32:19,1604,88,Solana,sol,positive
871303,Technical analysis shows #dash is about to break out! #CryptoTA,2024-11-27 04:31:19,6750,1164,Dash,dash,positive
682964,Interesting developments in the Axie Infinity ecosystem. #axs #CryptoNews,2024-12-22 19:16:21,4030,869,Axie Infinity,axs,neutral
559795,Just a normal day in the world of Axie Infinity. #axs holding steady.,2025-02-25 22:55:53,8255,2209,Axie Infinity,axs,neutral
852536,Just invested in #ondo! Ondo to the moon! 🚀 #Crypto #Bullish,2025-02-24 11:06:56,6292,1678,Ondo,ondo,positive
330565,Falling hard! Bitcoin is in freefall. #btc shows warning signs everywhere!,2024-10-23 14:14:05,1307,373,Bitcoin,btc,negative
530064,Massive partnership announcement coming for #atom! Cosmos is soaring! 🚀🌕,2024-09-19 13:48:22,3291,432,Cosmos,atom,positive
327666,Not impressed with BNB Chain today. #bnb is letting everyone down. #CryptoFail,2024-09-22 23:52:57,2572,224,BNB Chain,bnb,negative
888736,Can't believe the gains on ApeCoin today! #ape is unstoppable!,2024-11-06 07:20:09,2750,688,ApeCoin,ape,positive
915837,Just invested in #aave! Aave to the moon! 🚀 #Crypto #Bullish,2025-01-01 21:13:22,6893,300,Aave,aave,positive
850177,Riding the wave with BNB Chain! #bnb is making headlines! #CryptoBoom,2024-10-27 15:57:40,2761,431,BNB Chain,bnb,positive
562499,"Today, Decentraland is a disaster. #mana is tumbling with no end in sight.",2025-02-27 15:29:50,112,9,Decentraland,mana,negative
512337,Regulatory concerns and poor performance for Aave. #aave might be doomed.,2024-06-28 19:27:53,2767,353,Aave,aave,negative
488776,Today is a great day for Aptos! Bullish vibes all around! #apt #CryptoHappy,2024-05-05 12:10:16,3695,726,Aptos,apt,positive
408959,Technical analysis shows #leo is about to break out! #CryptoTA,2025-02-15 07:06:35,4149,480,UNUS SED LEO,leo,positive
